tt0845947,nm0601484
tt0019618,nm0216941
tt0476519,nm0487406
tt0061315,nm0501365
tt10355792,\N
tt0007610,nm0049995
tt0475213,nm1974137
tt0417392,nm1664083
tt0166942,nm1145319
tt0333041,nm1254218
tt0312312,nm9292772
tt0033627,nm0003836
tt0372110,nm1402831
tt0205716,\N
tt0220957,nm0864936
tt0854113,nm1740286
tt0263015,nm0414144
tt0263015,nm0629363
tt0406497,nm1523105
tt0090565,nm0006445
tt0450386,nm1680235
tt0315735,\N
tt0810357,nm1410656
tt0146398,nm0950288
tt0983992,nm2052500
tt0983992,nm1197038
tt0018907,nm0003638
tt0779961,nm2074747
tt9909762,nm4883624
tt0820016,nm1547378
tt0300897,nm0651354
tt0441589,nm1052791
tt1926212,nm4450148
tt0057071,nm0000736
tt0323305,nm0372854
tt0140777,nm0127243
tt0244943,nm0327099
tt0118540,nm0000490
tt0198273,nm0320946
tt0757138,nm0210857
tt0360580,nm1349371
tt0360580,nm1351236
tt0066735,nm0000783
tt0403830,nm0004225
tt0896898,\N
tt0296478,nm1055059
tt0296478,nm1055892
tt0156249,\N
tt0220293,nm0527109
tt0279619,nm0906012
tt0159232,nm0003155
tt1874840,\N
tt0397234,nm0812144
tt0400076,nm0415852
tt0176407,nm0329604
tt0140779,nm0904140
tt0140780,nm0876254
tt0140781,nm0449365
tt0140782,nm0376843
tt0126767,nm0231592
tt10770326,\N
tt0307903,nm0423088
tt0058864,nm0166049
tt0058864,nm0458107
tt0058864,nm0475784
tt0058864,nm0726440
tt0058864,nm0873296
tt0207284,nm0113915
tt0258384,nm0450559
tt0258384,nm0450561
tt0014639,nm0253296
tt1912334,\N
tt0446882,nm0245385
tt0218803,nm0897092
tt0218803,nm0003262
tt0218803,nm0956973
tt0439997,nm1070064
tt0879782,nm0422058
tt0176408,nm0321676
tt0134272,nm0281635
tt0446881,nm0531691
tt0444593,nm1823281
tt0144078,\N
tt0429483,nm1024274
tt4487264,nm6608714
tt0478088,nm0358279
tt0267242,nm0886976
tt0794258,nm0311965
tt7720416,nm8943407
tt0892738,nm1967460
tt0021859,nm0045800
tt0396411,nm0760373
tt0809914,nm0469689
tt0429482,nm0537695
tt2536132,nm0502775
tt2536132,nm0147693
tt0131211,nm0258007
tt0955384,nm2772172
tt0955384,nm1402491
tt0423791,nm1717957
tt0318947,nm0491809
tt0130389,nm0887172
tt4352150,\N
tt9741410,\N
tt0028544,nm0949597
tt0103599,nm0229694
tt0090567,nm0001239
tt0229940,nm0343275
tt9700066,nm0700167
tt3813644,nm0155204
tt0778596,nm0170888
tt0446105,nm0733792
tt0446105,nm1334984
tt3813648,nm0155204
tt0364915,nm0161071
tt0224572,nm0156073
tt0224572,nm0156092
tt2959632,nm3522206
tt0950735,nm1677057
tt0056800,nm0337885
tt0056800,nm0712947
tt0499180,nm1729094
tt0265015,nm0411948
tt0896515,nm0092151
tt0406499,nm0270830
tt0197204,nm0248019
tt0469015,nm1352346
tt0122367,nm0771417
tt0048077,nm0439597
tt0149564,nm0429636
tt0149564,nm0511168
tt0307904,nm0423088
tt0065553,nm0000878
tt0053561,nm0728688
tt1432162,nm2801731
tt0468441,nm0047300
tt0294256,nm0172862
tt0126909,nm0661030
tt0061484,nm0892650
tt0380988,nm1460491
tt0071086,nm0005787
tt0485179,nm0527050
tt0337565,nm0297272
tt0337565,nm1411521
tt0838245,nm2343438
tt0838245,nm2344921
tt0044314,nm0000581
tt0080317,nm0692776
tt0080317,nm0246849
tt1097127,nm0322128
tt0321052,nm0136301
tt0402724,nm1573013
tt0303595,nm0461938
tt0299439,nm0453580
tt0328809,nm1090165
tt0327389,nm0889442
tt0494199,nm1284464
tt0874841,nm1937129
tt0205057,nm0159873
tt0818077,nm1342771
tt0159359,nm0560395
tt0030165,nm0091380
tt9044560,nm7324268
tt0757854,nm2122541
tt0287288,nm0377591
tt0832434,nm1945346
tt0062807,nm0040789
tt0315736,nm1162607
tt0319190,nm0735692
tt0124269,nm0761244
tt2726820,\N
tt3836666,nm0411809
tt0346463,nm1298450
tt0464783,nm1949918
tt0487999,nm2032997
tt0050087,nm0450230
tt0031302,nm0478441
tt0436019,nm1503430
tt0060049,nm0700659
tt0418451,nm1684585
tt0418451,nm4917413
tt0302228,nm1091068
tt0354356,nm0654830
tt0489440,nm0498198
tt0190945,nm0701782
tt0190945,nm0464100
tt0270818,nm0423329
tt0078194,nm0005632
tt0174448,nm0587480
tt0452929,nm1090362
tt0419412,nm0125638
tt0363399,nm0638701
tt0185838,nm0098443
tt0382513,nm1461831
tt0390810,nm1448793
tt0395092,nm0000128
tt6083570,\N
tt0810745,nm1142762
tt0818258,nm2296128
tt5659336,nm7793660
tt0377318,nm1230720
tt0377318,nm1435141
tt0057811,nm0336139
tt0188386,nm0879423
tt0224575,nm0562716
tt0371503,nm1159759
tt0352126,nm1261039
tt0027248,nm0377613
tt0405618,nm0347890
tt0291167,nm0559668
tt0303596,nm0461938
tt0289045,nm0504654
tt0380162,nm1450816
tt0279620,nm0340898
tt7444524,\N
tt0444982,nm0821552
tt9538548,nm9108795
tt0044315,nm0403855
tt1871200,nm0607166
tt0778597,nm0119265
tt0778597,nm1255983
tt0198276,nm2293406
tt0131214,nm0408867
tt0064558,nm0232807
tt0374476,nm1416663
tt0468636,nm1973872
tt0024809,nm0045800
tt0280385,nm0952667
tt0478964,nm2025202
tt0321055,nm0611243
tt0324960,nm0611243
tt0327390,nm0611243
tt0305168,nm0837977
tt0244945,nm0866794
tt0978782,nm2341928
tt0409659,nm1615948
tt0384521,nm1475993
tt0232648,\N
tt0022603,nm0614634
tt0498456,nm2159374
tt0302229,nm0461938
tt0784962,nm0717449
tt0042176,nm0628149
tt0182667,nm0631987
tt0109020,nm0359734
tt0273404,nm0826426
tt0390811,nm1519367
tt0312316,nm0200211
tt0312316,nm0851093
tt0883998,nm2422001
tt0883998,nm2425126
tt0401090,nm0126494
tt0960714,nm0865732
tt0401089,nm0451867
tt0295843,nm1037221
tt0406501,nm1443023
tt0488076,nm2100146
tt0798818,nm2029182
tt0106199,nm0537626
tt0212719,nm0003875
tt0201410,nm0380967
tt0201410,nm0346079
tt5847252,nm8069949
tt4658802,\N
tt0247905,nm0076183
tt0247905,nm0621360
tt0983993,nm2087932
tt0983993,nm2590297
tt0472657,nm0223268
tt0299440,nm0453580
tt0021582,nm0184005
tt0204115,nm0184005
tt0481466,nm2039463
tt0125389,nm0003726
tt0124270,nm0761244
tt0134894,nm0050853
tt4459228,nm6380533
tt0808462,nm0369087
tt0339525,nm0099828
tt0081969,nm0714361
tt0081969,nm0651381
tt0348816,nm0742158
tt3541748,nm6297460
tt3541748,nm6297459
tt0189332,nm0217239
tt0189332,nm0466855
tt0189332,nm0901665
tt0341448,nm1281416
tt0462160,nm0393655
tt0462160,nm1938064
tt0057812,nm0657162
tt0135741,nm0405759
tt0382514,nm0207010
tt0382514,nm0244461
tt0871968,nm1233600
tt0373661,nm1078032
tt0366132,nm0161071
tt0198457,nm0136025
tt0086288,nm0210130
tt0303597,nm0461938
tt0307905,nm0497802
tt0110923,nm0155642
tt0201596,nm0029042
tt0464784,nm0387122
tt0876089,nm2235162
tt0910827,nm1662712
tt0395429,nm1531221
tt0295149,\N
tt0159938,nm0889513
tt0329962,nm1253760
tt0461120,nm1253760
tt0391720,nm1340064
tt0471546,nm0991699
tt0291001,nm0827806
tt0229942,nm0077284
tt0092498,nm4326996
tt0049745,nm0507390
tt3299786,\N
tt0362390,nm0656929
tt0457550,nm1023519
tt0457550,nm1023340
tt0446261,nm1829614
tt0461894,nm0735705
tt0168163,nm0528032
tt0060050,nm0000406
tt0312315,nm0338270
tt0382295,nm0881372
tt0461642,nm0881372
tt0056802,nm0346436
tt1577037,nm3122220
tt0767937,nm0686310
tt0078727,nm0841247
tt0307906,nm0800098
tt0109022,nm0386382
tt1210026,nm1962847
tt0417396,nm0465372
tt0200404,nm0320894
tt0259166,nm0512336
tt0077115,nm0845235
tt0396413,\N
tt0287902,nm0092312
tt0380989,nm1439274
tt0063976,nm0652631
tt0154443,nm0000425
tt3813688,nm0155204
tt5246844,nm0994445
tt1135416,nm0197463
tt1135416,nm0344901
tt0778599,nm0509781
tt9736310,nm10456460
tt5065816,\N
tt0307907,nm0423088
tt0090569,nm0510056
tt0437055,nm1882817
tt0090570,nm0427880
tt0096744,nm0242059
tt0411060,nm0894132
tt0446537,nm1836315
tt1174485,nm0969635
tt1174485,nm0717054
tt0979847,nm0848892
tt0349058,nm1310829
tt0412259,nm1635723
tt3011018,\N
tt0421040,nm1528808
tt0460697,nm1919401
tt0765496,nm1971166
tt0292885,nm1028742
tt0757140,nm1995392
tt0042177,nm0005062
tt3962790,nm0124010
tt0981256,nm1371302
tt0806009,nm0379370
tt0806009,nm1015289
tt0806009,nm0550396
tt0806009,nm0460697
tt0423794,nm1717953
tt0283832,nm0654830
tt0467516,nm0619170
tt0834041,nm2344438
tt0879784,nm0176981
tt0118541,nm0776114
tt0806234,nm1924511
tt0156251,nm0411127
tt0387007,nm1255248
tt6356676,nm8535787
tt0090568,nm0000797
tt9251780,nm3774262
tt0428195,nm0363786
tt0441590,nm1680235
tt0441590,nm1738245
tt0603818,nm2661330
tt0493386,nm2115038
tt0965400,nm0503386
tt0976225,nm2573298
tt0372112,nm0134291
tt0418452,nm0967670
tt4158834,nm0814716
tt4158834,nm8466331
tt0161214,nm0316462
tt0122855,nm0168413
tt0122855,nm0725257
tt0463406,nm1954881
tt0274311,nm0451017
tt0270181,nm0218416
tt5207014,nm7276157
tt3296652,nm1921987
tt5819304,nm0914693
tt5819304,nm2239685
tt0048920,nm0005062
tt0462162,nm3169111
tt0189334,nm0523438
tt0409662,nm1642904
tt5226384,nm5731646
tt0219466,nm0690677
tt0307908,nm0085393
tt1201473,nm0217576
tt1201473,nm0344901
tt0490775,nm1988898
tt0038280,nm0092701
tt0043252,nm0076746
tt0039128,nm0076746
tt0039128,nm0092701
tt0075615,nm0437880
tt9716914,\N
tt0236943,nm0873296
tt0072594,nm0570078
tt0128906,nm0104888
tt0437056,nm0881410
tt3847262,nm4853539
tt0430871,nm1729200
tt0106184,nm0398814
tt0115445,nm0119061
tt0122061,nm0867268
tt0122061,nm0151664
tt0179064,nm0628757
tt0202774,nm0542099
tt0108997,nm0496752
tt0428196,nm0130735
tt1235337,nm0239259
tt1235337,nm0002315
tt0424764,nm1665927
tt0225009,nm0298006
tt0310566,nm1138404
tt0350492,nm0951492
tt0094597,nm0000387
tt0463858,nm1952172
tt0131217,\N
tt0118543,nm0002706
tt1245296,nm0028317
tt1245296,nm0898260
tt0250181,nm0351818
tt0182923,nm0659002
tt0457642,nm0519882
tt8842328,nm7765565
tt0739752,nm0845964
tt0790799,nm1038127
tt0798419,nm1282703
tt0350493,nm1357851
tt0133330,nm0324875
tt0926029,nm1693210
tt0207286,nm0628860
tt0798437,nm1983331
tt0798437,nm0159201
tt0192950,nm0161140
tt0207945,nm0628860
tt0875113,nm0468007
tt11126344,\N
tt0396414,nm0114182
tt0423795,nm1717591
tt0904397,nm0870533
tt0315738,nm1168394
tt0336910,nm1045888
tt0362391,nm1345214
tt0445917,nm1481591
tt0277544,nm0691775
tt9876248,\N
tt0283834,nm0000536
tt0343341,nm0419494
tt0770710,nm1070336
tt0367461,nm0474823
tt0057366,nm0261706
tt2034881,nm4493828
tt0486543,nm1768474
tt0443830,nm1288859
tt0303598,nm0461938
tt0451611,nm1881883
tt0060051,nm0546672
tt0961126,nm2552452
tt8456670,\N
tt0860353,nm2386094
tt0860353,nm0831577
tt0440003,nm0150906
tt0440003,nm0161247
tt0932676,nm2015900
tt0451612,nm3725914
tt0480751,nm0794779
tt0063978,nm0002815
tt0821951,nm0413081
tt7886684,nm4538884
tt2321165,nm4967658
tt0264330,nm0016269
tt0357409,nm1314238
tt0880600,nm0074076
tt0880600,nm0955167
tt0149568,nm0438501
tt0176413,nm0111591
tt0796808,nm0997778
tt0068162,nm0275717
tt0307937,nm0645477
tt0096747,nm0618881
tt0257358,nm0898565
tt5829614,\N
tt0177474,nm1221187
tt0353143,nm2794076
tt0972542,nm2568991
tt0257356,nm0051207
tt0213386,nm0220846
tt0395923,\N
tt7604032,nm7066115
tt0430876,nm0618779
tt0395924,nm0304158
tt0369202,nm0836899
tt0213387,nm0695581
tt8571756,\N
tt0154102,nm0049335
tt0907618,nm1421754
tt6357572,\N
tt0315740,nm0430782
tt0177480,nm0014385
tt0177481,nm0083208
tt3713626,nm6477394
tt7741750,\N
tt0155475,nm0080279
tt0271940,nm0786042
tt7886796,nm5887755
tt0247907,nm1398535
tt0186792,\N
tt4914688,nm7497704
tt0177484,nm0695162
tt0177484,nm0706484
tt0158449,nm0007181
tt0106221,nm0695162
tt0177485,nm0324389
tt0402738,nm0616114
tt0355167,nm0707364
tt0334886,nm0432076
tt0449796,nm0533048
tt0449797,nm0533048
tt9025262,nm3125271
tt6090618,\N
tt0275172,nm1007581
tt0225013,nm0451222
tt0363405,nm1328135
tt0177486,nm0757398
tt4457464,\N
tt0273405,nm0351747
tt0402740,nm1297859
tt3099206,nm0424102
tt0149569,nm0009778
tt0231073,nm0464880
tt0254927,nm0411185
tt0369203,nm0442687
tt0250936,nm0269779
tt0405622,nm0558991
tt7529700,\N
tt3949164,nm1391599
tt3850234,nm1328135
tt0149570,nm0019464
tt0353146,nm0899794
tt0342015,nm1086390
tt0349062,nm0759988
tt0350495,nm0707364
tt0096748,nm0007131
tt0096748,nm0792899
tt0045467,nm0623178
tt0405623,nm1505717
tt0058867,nm0663409
tt0276749,nm0707952
tt8456210,nm9172289
tt8083828,\N
tt0833407,nm0839664
tt0156256,nm0080315
tt0177503,nm0025617
tt0056805,nm0423660
tt0426863,nm1760859
tt0098976,nm0092555
tt0154105,nm0052630
tt0177494,nm1220994
tt0886672,\N
tt0247909,nm0684314
tt0177495,nm0220820
tt1620681,nm3359613
tt0177497,nm0474827
tt0177496,nm0201927
tt0437058,\N
tt0123370,nm0802377
tt0482669,nm1865933
tt0177498,nm1455842
tt0363407,nm0836942
tt0243103,nm0593967
tt0450548,nm1119681
tt0157286,nm0158332
tt0177499,nm0244876
tt0177500,nm0667984
tt0364196,nm1363080
tt4930224,\N
tt10483156,nm7501885
tt0202777,nm0613668
tt0154124,nm0049335
tt0254928,nm0898524
tt0258387,nm0415852
tt0186807,nm0706484
tt0247910,nm0695162
tt0090575,nm0080180
tt0177505,nm0576491
tt0178171,nm1062896
tt4425234,\N
tt0259831,nm0708899
tt0396421,nm1543864
tt0178172,nm0576488
tt1407130,nm3394501
tt0377343,\N
tt0075618,nm0593967
tt0178176,nm0435753
tt0426864,nm1763273
tt0178177,nm1454301
tt0178177,nm1339776
tt0140784,nm0025608
tt0178178,nm0619050
tt0178179,nm1338317
tt0455070,nm0066066
tt0185849,nm0408033
tt0029834,nm0003226
tt0436021,nm0879755
tt0436021,nm0455938
tt0442895,nm1840947
tt0178180,nm0695162
tt0291700,nm0707267
tt5829908,\N
tt0286416,nm0996494
tt0356321,nm0705560
tt0267243,nm0885536
tt0291701,nm0615932
tt0294264,nm0471452
tt0353147,nm1322116
tt1575501,nm0836909
tt0388678,nm1464060
tt0431588,nm1181104
tt0280389,\N
tt0818581,nm2308682
tt0356322,nm1332681
tt0255774,nm0898565
tt0250186,nm0595880
tt0356323,nm1196080
tt0271343,nm0155068
tt0041083,nm0481838
tt0041083,nm0440869
tt0405629,nm0218022
tt0405629,nm1086956
tt6914922,nm3764227
tt0245678,nm0707952
tt0328810,nm0784019
tt0305173,nm0706484
tt0305173,nm2300142
tt0275888,nm0004466
tt0265018,nm0351335
tt0257359,nm0706484
tt0451614,nm1062896
tt0848214,nm0882349
tt0848215,nm1283324
tt0445163,nm1618181
tt0044318,nm0006371
tt0277547,nm0542339
tt0268115,nm0898565
tt0178182,nm0849200
tt0258319,nm0836998
tt0252185,nm0836998
tt0235158,nm0897215
tt0315741,nm1019040
tt0231078,nm0440605
tt0010946,nm0294276
tt0389726,nm3058370
tt0179065,nm0423660
tt0484306,nm0701281
tt0395435,nm0474903
tt9477010,nm0839046
tt0175421,nm0403970
tt0178187,nm0836942
tt3313118,\N
tt0271342,nm0437792
tt0178188,nm1355537
tt0218670,nm0401564
tt0381854,\N
tt5038326,nm3830958
tt0390813,\N
tt0155465,nm0080306
tt0950680,nm0708014
tt0158452,nm0159342
tt6512958,nm0595880
tt0271344,nm0359880
tt0259833,nm0209081
tt0363409,nm1055105
tt0178184,nm0244876
tt0275175,nm1455467
tt6798026,nm7275652
tt0178191,nm1031045
tt0147812,nm0097899
tt10913068,\N
tt0257357,nm0004466
tt0855694,nm1283408
tt0112269,nm0670262
tt0178199,nm0539491
tt0245679,nm0899649
tt0178192,nm0474839
tt0178194,nm0474839
tt0178193,nm0474767
tt0178195,nm0595924
tt0090577,nm0695162
tt0175423,nm0695162
tt0810058,nm0201710
tt0154107,nm0045943
tt0233145,nm0474839
tt0178197,nm0423660
tt0348521,nm1025280
tt0247911,nm0080333
tt0109030,nm0419012
tt0178198,nm0762638
tt8995144,\N
tt0276750,nm0693205
tt0155467,nm0080279
tt0128909,nm0440605
tt7169576,nm1805194
tt7169576,nm0968648
tt0315742,nm0430782
tt0355169,nm0435050
tt0245680,nm0890862
tt0278893,nm0765881
tt0155468,nm0080180
tt0333049,nm0151524
tt0268881,nm0430782
tt8428782,nm3785558
tt0813987,nm1650294
tt0473598,nm1636664
tt0473598,nm1639340
tt9420208,\N
tt0350496,nm0411896
tt0274314,nm0616114
tt0219467,nm0546744
tt0112270,nm0563710
tt0072596,nm0662899
tt0103606,\N
tt0227987,nm0003358
tt0044319,nm0083125
tt0236946,nm0170863
tt0317053,nm0765873
tt0154108,nm0707856
tt0268884,nm0786042
tt0046673,nm0244870
tt0268117,nm0759662
tt7593314,nm6590678
tt0455309,nm1419055
tt0271943,nm0420004
tt0353150,nm0049399
tt4417696,nm2090774
tt0118546,nm0576559
tt0284811,nm0195934
tt4654660,\N
tt0377321,nm1182689
tt0261508,nm0304158
tt0358346,nm0605603
tt0344783,nm1252871
tt0277549,nm0781684
tt6603020,\N
tt5061682,nm3679594
tt0477253,nm2024446
tt0178207,nm0695162
tt0274315,nm1207038
tt0149573,nm0080315
tt0303602,nm1099467
tt3822500,nm3274458
tt0315743,nm0707898
tt0053566,nm0474839
tt6611546,\N
tt0149574,nm0007815
tt0101262,nm0660967
tt0106205,nm0474837
tt1606164,nm0711135
tt8297288,nm9781118
tt0247912,nm0695162
tt0229193,nm0080345
tt0260676,nm0710615
tt0202778,nm0453677
tt0962746,nm2352606
tt0186836,nm0851253
tt0132672,nm0466252
tt0121372,nm0255727
tt9081870,nm7800179
tt0172089,nm1206032
tt0769499,nm1685252
tt8947826,nm7131449
tt0213390,nm0220813
tt0267246,nm0348495
tt2389974,nm1242455
tt0263022,nm0710615
tt0260677,nm0201927
tt0260678,nm0899649
tt0259866,nm0851253
tt0260679,nm0710615
tt0268885,nm0080143
tt0271345,nm0765873
tt0155469,nm0080245
tt8676898,nm0707952
tt0358914,nm0004466
tt0787997,\N
tt0325034,nm0765167
tt0440005,nm0729822
tt0495794,nm0897196
tt0267244,nm10998246
tt0267244,nm0755113
tt0229952,nm0422559
tt0268886,nm1309275
tt0281536,nm0654924
tt0271346,nm0430782
tt0254930,nm0765873
tt0271347,nm0862015
tt0315139,nm1160074
tt0271348,nm1964412
tt0353154,nm0436382
tt0366136,nm0530946
tt0109031,nm0755113
tt0109031,nm10998246
tt2800344,nm3572012
tt2800344,nm2208454
tt0122859,nm0236047
tt0122859,nm0182300
tt0793469,nm2155679
tt0106207,nm0043668
tt0390815,nm0220813
tt0272429,nm0024999
tt0332559,nm0994425
tt0046674,nm0217035
tt0026030,nm0144848
tt0953291,nm2306220
tt0213391,nm0474797
tt9647100,nm7608798
tt3001552,\N
tt1737083,nm3269737
tt9909754,nm9231527
tt5922496,nm8240276
tt1723076,nm0210890
tt1723076,nm1043728
tt2444028,\N
tt8364464,nm8262518
tt0103607,nm0713604
tt0080320,nm0226064
tt0368559,nm0315872
tt0327395,nm0605245
tt0164314,nm0559578
tt0791405,nm2058742
tt0367467,nm0784037
tt0065365,nm0548095
tt0088660,nm0348470
tt6381480,nm0559602
tt0060060,nm0411030
tt0060061,nm0411030
tt5148836,nm0036048
tt1329098,nm3210140
tt0096749,nm0648839
tt0855695,nm2316828
tt4648928,nm0779830
tt0178211,nm0660967
tt0254931,nm0462051
tt0321068,nm0799491
tt0133332,nm0169225
tt0133333,nm0578690
tt0207946,nm0624943
tt0263025,nm0218525
tt0358347,nm0518660
tt0867594,nm2919747
tt0867594,nm2391494
tt0922898,nm0563651
tt0037491,nm0726729
tt0038281,nm0726729
tt0071094,nm0542235
tt0346473,nm0263765
tt0075617,nm0002120
tt0140343,nm0653083
tt0043254,nm0826452
tt0337802,nm0894183
tt0813988,nm2293997
tt5577436,nm4883624
tt0042179,nm0006943
tt0044320,nm0006943
tt0885022,\N
tt0885023,\N
tt0047794,nm0006943
tt0885024,\N
tt4840236,\N
tt0103608,nm0300415
tt0115448,nm0929581
tt9869338,\N
tt0455904,nm1907402
tt0268888,nm0870443
tt7746246,\N
tt0281534,nm0452102
tt9811658,nm10490956
tt0317051,nm0386706
tt0342014,nm1150657
tt0122368,nm0918785
tt0118545,nm0618881
tt0142064,nm0913773
tt0808140,nm2276864
tt0792945,nm0640516
tt0137341,nm0474775
tt9082260,nm6483297
tt0109033,nm0172181
tt9832902,nm2719355
tt0209873,nm2619137
tt1309973,nm2143272
tt1309973,nm2962989
tt1256202,nm0281865
tt0363410,nm1015909
tt0178215,nm1223286
tt0101263,nm0615534
tt5235222,nm4579587
tt0483974,nm0135482
tt0048922,nm0711855
tt0465891,nm0389830
tt0294263,nm1029587
tt0026032,nm0344583
tt0055723,nm0352961
tt0213394,nm0784407
tt0047796,nm1513884
tt0488040,nm0297935
tt0805491,nm2135932
tt9043076,nm0135650
tt0072599,nm0782704
tt0126138,nm0586277
tt0969214,\N
tt0290122,nm0002206
tt0184183,nm0387002
tt0680404,nm0781751
tt0061222,nm0309212
tt5227050,nm0050880
tt0437780,nm1353200
tt0437780,nm1792381
tt0662649,\N
tt0327262,nm0813786
tt0065366,nm0621667
tt0196343,nm0407066
tt0250940,nm0901202
tt2125427,nm0315430
tt0010947,nm0003638
tt0826025,nm1785617
tt0149576,nm0407990
tt0023734,nm0652650
tt0444597,nm0682176
tt0024810,nm0297054
tt0069669,nm0679320
tt0022606,nm0643138
tt0035604,nm0548094
tt0461736,nm0682176
tt0044321,nm0825708
tt0252810,nm0913297
tt0337803,nm0248940
tt0050093,nm0678863
tt0494462,nm2146599
tt0358915,nm0487407
tt0028548,nm0091380
tt0044322,nm0718033
tt0086843,nm0091343
tt0072463,nm0772153
tt0813990,nm0650848
tt0406507,nm1595261
tt0943387,nm0614225
tt8648232,nm7831362
tt0402015,nm0321654
tt9855954,\N
tt0069660,nm0917751
tt0445167,nm0901874
tt0112274,nm0368645
tt0081973,nm0001238
tt0081972,nm0665057
tt0441088,nm0326864
tt9505252,nm9733198
tt0274317,nm0260058
tt0266223,nm0623738
tt0235089,nm0762786
tt0484252,nm0904522
tt2114337,nm4778380
tt0106209,nm0902290
tt0972354,nm1279205
tt0972354,nm1698961
tt0018612,nm0678483
tt6367034,nm1301190
tt0178216,nm0747145
tt0421550,nm1699770
tt0353156,nm0007144
tt0291703,nm0765873
tt0367471,nm1291175
tt0088659,nm0774684
tt0267247,nm1992671
tt0272433,nm0747145
tt0069670,nm0802239
tt0212722,nm0201963
tt0236947,nm0538305
tt10309522,nm8126395
tt0369208,nm1389650
tt0278895,nm0765881
tt0324968,nm1203946
tt6754688,nm8909044
tt0318964,nm1223086
tt0186795,nm0765873
tt0940645,nm0654922
tt0156259,nm0097867
tt5843286,nm8225348
tt0333052,nm0045116
tt6106494,nm1777967
tt0374481,nm0154124
tt0456272,nm1117903
tt7138438,nm9131663
tt0178217,nm1460339
tt0215464,nm0348472
tt1679692,nm0234749
tt0178219,nm0623419
tt0369210,nm1027882
tt0315140,nm0008152
tt4379730,nm7070851
tt0397883,nm0347890
tt0290395,nm0227578
tt0466644,nm1964485
tt0179066,nm0043622
tt0461454,nm1910368
tt0038283,nm0840042
tt0251881,nm0404008
tt0071093,nm0765430
tt2226282,nm2741335
tt2226282,nm1647209
tt0038284,nm0547446
tt0043257,nm0172485
tt7679544,nm0240203
tt7679544,nm0093191
tt0466643,nm1219637
tt0112272,nm0787441
tt0168847,nm0769310
tt0185139,nm0214833
tt8888900,nm10069530
tt1111767,nm2120569
tt0046675,nm0000320
tt0106210,nm0553959
tt0277550,nm0771322
tt0147815,nm0592807
tt0171045,nm0644928
tt0379159,nm0416119
tt0271349,nm0765873
tt0321067,nm0438029
tt3916592,\N
tt9526820,nm9180726
tt0272436,nm0226715
tt0088661,nm0530756
tt0429498,nm0258581
tt1469241,nm3532948
tt0395932,nm0731856
tt0195511,\N
tt6974862,nm5639895
tt4656666,\N
tt0135745,nm0389155
tt0943236,nm2417898
tt0075619,nm0030762
tt0109032,nm0002157
tt10606158,nm6221990
tt0431591,nm0460667
tt0101929,nm0766281
tt0419416,nm1671983
tt0819642,nm3136578
tt6791042,nm8928619
tt0396955,nm0894742
tt3343230,nm2634494
tt6484772,nm0528337
tt9017504,nm10130901
tt0387010,nm1491545
tt0823408,nm1881679
tt0335577,nm0483751
tt0459736,nm0681335
tt0147816,nm0631860
tt0075624,nm0140296
tt0210472,nm0801936
tt0209880,nm0446494
tt0069672,nm0409757
tt4598448,nm1391467
tt0115454,nm0797570
tt0424769,nm0032714
tt0307913,nm0757958
tt6924470,\N
tt0199314,nm0826437
tt9705176,\N
tt0450958,nm1847614
tt0450958,nm1848377
tt0450958,nm1848409
tt0450958,nm1328050
tt0450958,nm1844054
tt0951256,nm1053079
tt0260593,nm0466047
tt8137696,\N
tt8948296,nm7848370
tt0401151,\N
tt0398652,nm1512350
tt0489628,nm2103987
tt7281622,nm1935658
tt7584906,nm9388393
tt0066741,nm0291071
tt0046676,nm0542702
tt0257360,nm0668247
tt0816064,nm1967996
tt5622344,\N
tt9385866,nm1239249
tt0144079,\N
tt0343345,nm1013310
tt6106712,nm0003289
